callsign,origin,destination,eobt,flight_date,aircraft_type
CPA7242,VVTS,VVPF,15:01,2025-06-23,A321
SIA7259,VVCS,VVTS,15:11,2025-06-23,A321
CAL9547,VVTS,EGLL,15:31,2025-06-23,A330
ANA9303,VVTS,VVGL,15:03,2025-06-23,A321
AIC4207,VVTS,VTBS,15:33,2025-06-23,B777
UAE9492,VVTS,VVKR,15:40,2025-06-23,A330
BAV4081,VVTS,ZGGG,15:18,2025-06-23,B737
SIA6536,VVKR,VVTS,15:38,2025-06-23,A321
ANA3419,VVTS,VVPF,15:23,2025-06-23,A380
DAL6021,VHHH,VVTS,15:12,2025-06-23,A330
UAE910,VVTS,RPLL,15:27,2025-06-23,B787
BAW6833,VVTS,VIDP,15:14,2025-06-23,A350
HVN3019,VVTS,ZSPD,15:54,2025-06-23,B737
THA5938,VVTS,RPLL,15:55,2025-06-23,A330
BAV4885,VVDL,VVTS,16:56,2025-06-23,A330
AIC6662,VVPB,VVTS,16:08,2025-06-23,B777
THD7100,WMKK,VVTS,16:07,2025-06-23,A350
CSN7599,WMKK,VVTS,16:39,2025-06-23,B787
ANA2885,RJAA,VVTS,16:11,2025-06-23,B777
CES7608,VVTS,VVDL,16:00,2025-06-23,B787
KAL266,OMDB,VVTS,16:47,2025-06-23,A330
KAL174,VIDP,VVTS,16:21,2025-06-23,A330
SCO7791,VVPB,VVTS,16:59,2025-06-23,B787
SIA7400,VVPF,VVTS,16:21,2025-06-23,B737
BAV6089,VVTS,VMMC,16:22,2025-06-23,A320
CES7099,VTBS,VVTS,16:07,2025-06-23,A321
BAV5371,VVTS,RCTP,16:13,2025-06-23,B777
DAL8168,VVTS,VVDL,16:40,2025-06-23,A330
AIC3951,VVTS,VVGL,16:28,2025-06-23,B737
PAL8701,OMDB,VVTS,16:50,2025-06-23,A321
ANA3709,VVTS,VVTH,16:43,2025-06-23,A320
CPA312,RCTP,VVTS,16:14,2025-06-23,A380
CPA5487,VVTS,VVPC,17:52,2025-06-23,B737
THA698,VVDL,VVTS,17:31,2025-06-23,B787
BAV7262,VVTS,VVCT,17:35,2025-06-23,A380
SIA1208,VVTS,EGLL,17:34,2025-06-23,B777
SIA6886,VVTS,WSSS,17:32,2025-06-23,B737
THD3061,VVKR,VVTS,17:01,2025-06-23,A350
DAL4587,VTBS,VVTS,17:02,2025-06-23,A350
THD2623,VVDL,VVTS,17:59,2025-06-23,A330
BAV1520,VVTS,WMKK,17:18,2025-06-23,A330
SCO5790,VVPB,VVTS,17:00,2025-06-23,A320
KAL3071,VVCI,VVTS,17:37,2025-06-23,A320
UAE200,VVDN,VVTS,17:38,2025-06-23,A350
CES8127,VVTS,VVGL,17:59,2025-06-23,B737
PIC7326,VVTS,VVDN,17:10,2025-06-23,A350
THA4985,VVDN,VVTS,17:46,2025-06-23,A330
UAE6338,VIDP,VVTS,17:21,2025-06-23,A350
UAE6301,VVDL,VVTS,17:27,2025-06-23,A330
CES6418,VVTS,VIDP,17:21,2025-06-23,A380
CAL1913,VVTS,VLPL,17:58,2025-06-23,B787
CPA5988,VIDP,VVTS,17:12,2025-06-23,B787
DAL4957,VVPB,VVTS,17:33,2025-06-23,B737
KAL8207,RCTP,VVTS,17:13,2025-06-23,B737
ANA3425,VMMC,VVTS,17:32,2025-06-23,A320
THA4671,VVCA,VVTS,17:27,2025-06-23,A321
CAL722,VVTS,VLPL,17:39,2025-06-23,A320
BAW3880,VVTS,VLPL,17:51,2025-06-23,B777
UAE9739,VVTS,VVPB,17:29,2025-06-23,A380
CPA9386,VVPK,VVTS,17:40,2025-06-23,B737
CSN4777,WSSS,VVTS,17:42,2025-06-23,A320
VJC4633,VVTS,VVPC,17:43,2025-06-23,A380
SIA2278,VVKR,VVTS,17:31,2025-06-23,B777
BAV700,VVTS,VVCI,17:03,2025-06-23,B737
THA4967,VVNB,VVTS,17:42,2025-06-23,B787
SIA4085,VVTS,RKSI,17:28,2025-06-23,A321
SIA7342,VVTS,OMDB,17:57,2025-06-23,A330
SIA2577,VVTS,VVNB,17:14,2025-06-23,A380
SIA1914,VIDP,VVTS,17:06,2025-06-23,A380
SIA9432,VVPK,VVTS,17:17,2025-06-23,B787
BAW3749,VVPK,VVTS,17:38,2025-06-23,A321
SCO6684,VVTS,VVBM,17:49,2025-06-23,A320
VJC798,ZGGG,VVTS,17:01,2025-06-23,A320
BAW1723,VVTS,RCTP,17:02,2025-06-23,A380
HVN9476,VVTS,EGLL,17:32,2025-06-23,A330
VJC4522,VVTS,VVCS,17:46,2025-06-23,A320
UAE4001,VVTS,RCTP,17:38,2025-06-23,A330
UAE3650,VVPB,VVTS,17:45,2025-06-23,A320
BAV8263,VVTS,VLPL,17:54,2025-06-23,B777
SIA6749,VVTS,VVNB,17:39,2025-06-23,A380
BAV9850,VVTS,VVCA,17:58,2025-06-23,A380
ANA9671,OMDB,VVTS,17:44,2025-06-23,A380
DAL4628,VVTS,WMKK,17:16,2025-06-23,A380
BAV6148,VVTS,RCTP,17:27,2025-06-23,B787
THA269,VVTS,VVDL,17:50,2025-06-23,B777
KAL8817,VVTS,VVPF,17:38,2025-06-23,B777
THD9400,VVPF,VVTS,17:58,2025-06-23,A320
AIC619,VVPB,VVTS,17:58,2025-06-23,A350
ANA145,VVTS,VTBS,17:15,2025-06-23,A321
PIC5996,RJAA,VVTS,17:45,2025-06-23,B737
KAL5281,VVCT,VVTS,17:55,2025-06-23,B787
HVN6339,VVDL,VVTS,17:09,2025-06-23,A321
PAL9755,VVTS,OMDB,18:29,2025-06-23,B737
BAV1715,VVTS,VLPL,18:53,2025-06-23,A350
SIA833,VVTS,VIDP,18:40,2025-06-23,B787
BAV5989,VVTS,VVPC,18:47,2025-06-23,B737
SCO4339,VLPL,VVTS,18:32,2025-06-23,A330
CPA646,VVTS,VVTH,18:56,2025-06-23,A330
KAL400,VLPL,VVTS,18:39,2025-06-23,A330
BAW7176,VVTS,VVPC,18:56,2025-06-23,A321
HVN650,VVNB,VVTS,18:29,2025-06-23,A321
THD5001,VVDN,VVTS,18:18,2025-06-23,A320
SIA3482,VVTS,VVTH,18:51,2025-06-23,B787
SIA1133,VVTS,VVCT,18:36,2025-06-23,A380
BAW5543,VHHH,VVTS,18:56,2025-06-23,A380
HVN1735,VVTS,EGLL,18:49,2025-06-23,A350
BAW5723,VVPK,VVTS,18:25,2025-06-23,A350
THA4340,VVTS,RJAA,18:04,2025-06-23,A350
THA6345,VVTS,VVPF,18:16,2025-06-23,A330
CAL2181,VVTS,VIDP,18:25,2025-06-23,A320
SCO9767,ZGGG,VVTS,18:52,2025-06-23,A380
PAL5175,VVTS,VVDL,18:44,2025-06-23,B777
SIA2571,VVTS,VVKR,18:05,2025-06-23,B787
AIC593,VIDP,VVTS,18:36,2025-06-23,A330
THA7642,VVTH,VVTS,18:54,2025-06-23,B787
HVN4173,VVTS,VVCA,18:56,2025-06-23,B737
DAL2891,VVTS,VVDN,18:17,2025-06-23,A380
PAL4725,VVTS,ZSPD,18:20,2025-06-23,A380
DAL1410,VVTS,OMDB,18:10,2025-06-23,B777
CSN1089,VVTS,EGLL,18:00,2025-06-23,B787
AXM4915,VMMC,VVTS,18:25,2025-06-23,A380
AIC1891,VVCA,VVTS,18:33,2025-06-23,A320
CPA9800,KJFK,VVTS,18:56,2025-06-23,A330
AIC7533,VVTS,ZGGG,18:54,2025-06-23,B787
AIC106,VIDP,VVTS,18:56,2025-06-23,A380
CES2240,WMKK,VVTS,18:38,2025-06-23,A320
VJC5594,VVTS,VLPL,18:22,2025-06-23,A350
DAL9359,RPLL,VVTS,18:33,2025-06-23,A380
SIA6065,VVTS,ZSPD,18:45,2025-06-23,A330
THD1787,VVCS,VVTS,18:24,2025-06-23,A350
BAV2688,VVCT,VVTS,18:55,2025-06-23,A321
CAL3862,VVPB,VVTS,18:07,2025-06-23,A380
VJC7375,VVTS,VIDP,18:03,2025-06-23,A380
DAL6121,VVTS,OMDB,18:43,2025-06-23,B787
UAE6525,VVTS,VVDN,18:26,2025-06-23,A330
AIC7707,VVTS,VVKR,18:16,2025-06-23,A330
SIA170,RPLL,VVTS,18:41,2025-06-23,A321
THA2587,VVTS,ZGGG,18:11,2025-06-23,A380
BAW1711,VVTS,RJAA,18:10,2025-06-23,B777
BAW4259,VVKR,VVTS,18:30,2025-06-23,B777
BAV5076,VVTS,VVPB,18:52,2025-06-23,B777
KAL5423,VVTS,RCTP,18:14,2025-06-23,B787
VJC8527,VMMC,VVTS,18:53,2025-06-23,B737
AXM1606,ZSPD,VVTS,18:30,2025-06-23,B737
THA7855,VVTS,ZSPD,18:20,2025-06-23,A321
BAW4389,VVTS,VVCA,18:39,2025-06-23,B737
CAL9956,VVCT,VVTS,18:19,2025-06-23,A321
DAL2101,VVDN,VVTS,18:19,2025-06-23,A380
VJC829,WMKK,VVTS,18:39,2025-06-23,B737
THA8652,VVPK,VVTS,18:50,2025-06-23,B787
CPA3904,VVTS,VVPK,18:52,2025-06-23,B737
AIC6026,VVTS,EGLL,18:25,2025-06-23,B787
PIC9994,OMDB,VVTS,18:33,2025-06-23,A350
THA2559,VTBS,VVTS,18:10,2025-06-23,B787
THA3057,VVTS,VVCT,18:56,2025-06-23,A330
AIC7442,VVTS,RCTP,18:48,2025-06-23,A380
ANA5835,VVTS,RPLL,18:08,2025-06-23,B737
HVN8104,VVTS,VVNB,18:29,2025-06-23,A330
SCO2458,VVTS,VVPB,18:31,2025-06-23,B737
VJC7529,VVTS,VVPC,19:32,2025-06-23,A350
CES3492,VVCI,VVTS,19:45,2025-06-23,B787
SCO4664,VVPB,VVTS,19:22,2025-06-23,A321
AXM4995,VVCS,VVTS,19:26,2025-06-23,A330
PIC9547,VVTS,VVDL,19:35,2025-06-23,B777
PAL405,VVPK,VVTS,19:51,2025-06-23,A330
THA1687,VVBM,VVTS,19:35,2025-06-23,A380
BAV8677,KJFK,VVTS,19:23,2025-06-23,A380
CES7805,VVTS,VVPF,19:53,2025-06-23,B777
PIC8027,VHHH,VVTS,19:58,2025-06-23,A320
HVN3741,VVTS,ZGGG,19:45,2025-06-23,A330
CAL6946,VVPB,VVTS,19:55,2025-06-23,A380
CSN3592,VVCS,VVTS,19:13,2025-06-23,A330
AXM5920,VVCS,VVTS,19:23,2025-06-23,A320
THD3158,VVTS,WSSS,19:01,2025-06-23,B777
SCO4710,OMDB,VVTS,19:03,2025-06-23,A330
HVN9151,VVTS,VVCA,19:22,2025-06-23,A380
AIC5169,VVTS,VVTH,19:39,2025-06-23,A320
CES6118,VVCI,VVTS,19:03,2025-06-23,B737
CES9839,VVBM,VVTS,19:10,2025-06-23,B787
AIC8609,RJAA,VVTS,19:57,2025-06-23,A321
THD4673,VVTS,ZGGG,19:38,2025-06-23,B777
THD3241,VVKR,VVTS,19:48,2025-06-23,B777
CES2536,VVTS,VVKR,19:50,2025-06-23,A330
KAL3404,VLPL,VVTS,19:44,2025-06-23,A321
PAL5806,VVPK,VVTS,19:17,2025-06-23,B737
BAW3390,VVTS,VMMC,19:07,2025-06-23,A330
PIC2076,VVTH,VVTS,19:48,2025-06-23,B787
PAL4078,VVTS,EGLL,19:40,2025-06-23,A330
UAE5276,RKSI,VVTS,19:19,2025-06-23,A330
CSN7744,VVPF,VVTS,19:40,2025-06-23,B787
DAL1766,VVTS,VMMC,19:28,2025-06-23,A330
THA7992,VVTS,EGLL,19:56,2025-06-23,A321
SIA9163,VVTS,ZSPD,19:04,2025-06-23,A321
HVN3818,VVBM,VVTS,19:44,2025-06-23,A321
AIC4155,VVTS,VVCI,19:54,2025-06-23,A350
AIC521,RKSI,VVTS,19:07,2025-06-23,A380
KAL6569,VVTS,VVTH,19:13,2025-06-23,A330
KAL7282,VVTS,VLPL,19:23,2025-06-23,B737
CSN3099,VVTS,VVPC,19:00,2025-06-23,B787
CAL867,VVPB,VVTS,19:31,2025-06-23,B777
ANA7182,VVGL,VVTS,19:09,2025-06-23,A380
BAW8585,VVTS,VVDN,19:30,2025-06-23,A380
CAL7627,VVTS,VVCA,19:58,2025-06-23,A321
VJC7964,VVTS,VVPF,19:51,2025-06-23,A350
PIC9841,VVCA,VVTS,19:29,2025-06-23,A350
SIA1001,VVNB,VVTS,19:43,2025-06-23,B777
CAL5653,VIDP,VVTS,19:56,2025-06-23,A350
BAW2232,RCTP,VVTS,19:18,2025-06-23,A350
THA6250,VVDL,VVTS,19:04,2025-06-23,A380
CSN5548,VVTS,RCTP,19:10,2025-06-23,B737
KAL5750,VVPK,VVTS,19:59,2025-06-23,A321
KAL9377,VVDL,VVTS,19:55,2025-06-23,B787
VJC3415,VVTS,VVPF,19:51,2025-06-23,B787
CSN8128,VVTS,ZSPD,19:05,2025-06-23,B787
THD7707,VVTS,EGLL,19:26,2025-06-23,A330
KAL3592,VVTS,VVDL,19:02,2025-06-23,A380
CES4839,VVTH,VVTS,19:32,2025-06-23,B787
SIA305,VVTS,VVNB,19:45,2025-06-23,A321
AXM3883,RPLL,VVTS,19:02,2025-06-23,A330
BAW8026,RPLL,VVTS,19:05,2025-06-23,B777
VJC5414,VVPC,VVTS,19:35,2025-06-23,B777
VJC4908,WSSS,VVTS,19:22,2025-06-23,B787
PIC5253,VVTS,VLPL,19:30,2025-06-23,B787
AXM4687,VVTH,VVTS,20:02,2025-06-23,A330
AXM9293,VVTS,OMDB,20:59,2025-06-23,A380
UAE7544,VVTS,VLPL,20:37,2025-06-23,A330
BAV1814,VVTS,RPLL,20:46,2025-06-23,A350
CSN5072,VVTS,VVTH,20:06,2025-06-23,A321
SIA5831,RKSI,VVTS,20:38,2025-06-23,B737
SIA4837,RKSI,VVTS,20:34,2025-06-23,B777
AXM1627,VVTS,VVPF,20:47,2025-06-23,A380
AXM3303,VVTS,ZGGG,20:15,2025-06-23,A330
SIA6883,RCTP,VVTS,20:17,2025-06-23,B787
SIA5379,WMKK,VVTS,20:07,2025-06-23,B737
AXM8367,VVCA,VVTS,20:16,2025-06-23,B777
VJC5362,VVTS,RKSI,20:38,2025-06-23,B787
AXM8098,VVDN,VVTS,20:54,2025-06-23,A350
SCO3462,VVPC,VVTS,20:00,2025-06-23,A330
AXM5843,ZSPD,VVTS,20:33,2025-06-23,A321
CES3321,VHHH,VVTS,20:18,2025-06-23,A330
PIC6330,VVTS,KJFK,20:25,2025-06-23,B737
CSN8508,VVTS,VVNB,20:38,2025-06-23,A350
PIC8320,VVPF,VVTS,20:28,2025-06-23,A330
BAW9047,VVTS,VVDL,20:55,2025-06-23,A321
CES5273,VVTS,OMDB,20:04,2025-06-23,A330
SCO2573,EGLL,VVTS,20:43,2025-06-23,A350
CSN4429,VVTS,VVPB,20:08,2025-06-23,B737
THD1221,VVTS,OMDB,20:37,2025-06-23,A350
KAL1988,ZSPD,VVTS,20:28,2025-06-23,B787
ANA663,OMDB,VVTS,20:23,2025-06-23,B787
THA3775,VVTS,VMMC,20:13,2025-06-23,A380
DAL5908,VVCT,VVTS,20:33,2025-06-23,B737
HVN9598,VVTS,RKSI,20:56,2025-06-23,A320
DAL9767,VVTS,ZSPD,20:57,2025-06-23,B787
UAE7836,RKSI,VVTS,20:09,2025-06-23,A321
CES1144,VMMC,VVTS,20:51,2025-06-23,A330
AIC8452,VVTS,VLPL,20:40,2025-06-23,A350
ANA5319,VVTS,VVPC,20:00,2025-06-23,A320
PAL5019,VLPL,VVTS,20:05,2025-06-23,B777
CPA3476,VVTS,VHHH,20:25,2025-06-23,A330
SCO204,VVTS,VVDL,20:29,2025-06-23,B737
THD4604,VVCA,VVTS,20:22,2025-06-23,B787
VJC3457,VVTS,VVPF,20:31,2025-06-23,A330
CES5248,VVPF,VVTS,20:26,2025-06-23,A320
BAW8195,VVTS,VVCS,20:16,2025-06-23,A330
CSN1427,VVTS,ZGGG,20:19,2025-06-23,A350
SIA5482,VVTS,VVNB,20:24,2025-06-23,A380
SCO450,ZGGG,VVTS,20:58,2025-06-23,A380
CSN6394,KJFK,VVTS,20:25,2025-06-23,A320
HVN4764,VVTS,VVNB,20:54,2025-06-23,A350
AIC7069,VVTS,ZSPD,20:22,2025-06-23,A330
SIA6596,VVPB,VVTS,20:33,2025-06-23,B777
PIC1735,VVPF,VVTS,20:47,2025-06-23,B777
ANA6124,VVCT,VVTS,20:09,2025-06-23,A380
DAL1019,VVTS,OMDB,20:08,2025-06-23,A350
BAV3279,VVTS,VVNB,20:51,2025-06-23,B777
VJC2652,VVPK,VVTS,20:15,2025-06-23,A350
CPA1262,VVTS,VVPF,20:25,2025-06-23,B777
BAV3465,VVTS,WMKK,20:38,2025-06-23,A380
SCO5372,VVCS,VVTS,20:15,2025-06-23,A350
BAW3986,VVTS,VVTH,20:11,2025-06-23,A320
DAL512,ZSPD,VVTS,20:46,2025-06-23,A330
KAL1973,VVTS,KJFK,20:37,2025-06-23,B777
AXM8618,VVTS,VVTH,20:00,2025-06-23,B737
DAL1677,VVGL,VVTS,20:01,2025-06-23,B777
PAL3508,VVGL,VVTS,20:22,2025-06-23,B777
SCO6680,VVTS,VVPK,20:45,2025-06-23,A330
CES1771,VVTS,VVGL,20:17,2025-06-23,A320
PIC6409,KJFK,VVTS,20:39,2025-06-23,A380
ANA1194,VVTS,VVDN,21:08,2025-06-23,A320
CES3230,VVNB,VVTS,21:08,2025-06-23,A350
KAL2538,EGLL,VVTS,21:32,2025-06-23,A380
THD9518,VVTS,RPLL,21:26,2025-06-23,B777
THD2673,OMDB,VVTS,21:17,2025-06-23,A350
UAE9447,VVTS,VVCI,21:53,2025-06-23,B737
CES7645,VVCA,VVTS,21:41,2025-06-23,A330
VJC9879,VVTS,VVDN,21:58,2025-06-23,A350
VJC1176,VVPF,VVTS,21:41,2025-06-23,A350
KAL3048,VVCA,VVTS,21:07,2025-06-23,A350
SCO3615,VVTS,VVCT,21:24,2025-06-23,A330
CPA8818,VVTS,VVCT,21:02,2025-06-23,A320
THD2482,VVNB,VVTS,21:08,2025-06-23,B777
CAL3833,WMKK,VVTS,21:30,2025-06-23,A380
AIC3600,VMMC,VVTS,21:54,2025-06-23,A380
CAL8353,VIDP,VVTS,21:09,2025-06-23,A321
AIC5313,VVTS,VVNB,21:35,2025-06-23,B777
AXM9535,VVTS,VVTH,21:58,2025-06-23,B737
ANA530,VVTS,VLPL,21:36,2025-06-23,A350
CAL2656,VVTS,VVNB,21:12,2025-06-23,B777
PAL1561,VVTS,VIDP,21:51,2025-06-23,A320
AXM4832,VVTS,VVNB,21:52,2025-06-23,B787
THA7887,VVTS,VVCT,21:03,2025-06-23,B777
KAL6711,VVTS,RPLL,21:00,2025-06-23,A330
UAE901,VVNB,VVTS,21:34,2025-06-23,B777
UAE1594,VVPK,VVTS,21:13,2025-06-23,A320
AXM3626,RJAA,VVTS,21:36,2025-06-23,A330
BAV6490,WSSS,VVTS,22:51,2025-06-23,B737
DAL5611,VVTS,VVCS,22:31,2025-06-23,A320
CSN5784,VIDP,VVTS,22:41,2025-06-23,A321
CES141,VVCA,VVTS,22:56,2025-06-23,A350
THA1577,VVDN,VVTS,22:31,2025-06-23,A350
THA8078,VIDP,VVTS,22:50,2025-06-23,A380
ANA8537,RKSI,VVTS,22:15,2025-06-23,B737
THA5721,VTBS,VVTS,22:29,2025-06-23,B777
AXM3526,WSSS,VVTS,22:16,2025-06-23,A350
KAL6174,VVTS,ZGGG,22:23,2025-06-23,A320
DAL9793,VVTS,VVCT,22:59,2025-06-23,B737
ANA567,VVCI,VVTS,22:54,2025-06-23,A321
VJC9513,VVDN,VVTS,22:51,2025-06-23,B787
AXM2828,VVDL,VVTS,22:23,2025-06-23,B777
BAW2873,VVTS,ZSPD,22:05,2025-06-23,A320
CES5167,VVTS,VVCI,22:05,2025-06-23,B787
CES3879,EGLL,VVTS,23:23,2025-06-23,B787
BAV574,VVTS,VVKR,23:36,2025-06-23,A320
BAW3800,VVPC,VVTS,23:28,2025-06-23,B777
CPA1064,VIDP,VVTS,23:19,2025-06-23,A321
SCO120,VVTS,VTBS,23:58,2025-06-23,A320
KAL7853,VVPF,VVTS,23:02,2025-06-23,A321
THD3550,KJFK,VVTS,23:58,2025-06-23,A321
THD1918,VVTS,VVCT,23:32,2025-06-23,A350
PAL2748,VVTS,VVPC,23:40,2025-06-23,A321
VJC7357,VVTS,OMDB,23:39,2025-06-23,B737
ANA3649,VVTS,RCTP,23:45,2025-06-23,A320
CAL9314,VIDP,VVTS,23:33,2025-06-23,A350
THA9380,RJAA,VVTS,23:14,2025-06-23,B737
SCO1349,VVTS,VHHH,23:04,2025-06-23,B787
CES5221,VVTS,VVPC,23:31,2025-06-23,B737
KAL6555,VVBM,VVTS,23:45,2025-06-23,A321
HVN359,RPLL,VVTS,23:12,2025-06-23,B737
DAL9173,RJAA,VVTS,23:22,2025-06-23,A321
THD3484,VVPF,VVTS,23:19,2025-06-23,B777
HVN5233,VVTS,RCTP,23:27,2025-06-23,A380
CSN8824,VVTS,VIDP,00:43,2025-06-24,B777
CPA6118,VVTS,OMDB,00:02,2025-06-24,A350
SIA6069,VVPF,VVTS,00:53,2025-06-24,B737
KAL8040,VVTS,VIDP,00:48,2025-06-24,B787
HVN4731,VVDL,VVTS,00:07,2025-06-24,A380
CES4278,ZSPD,VVTS,00:02,2025-06-24,A330
AIC8435,VVTS,KJFK,00:36,2025-06-24,A350
PAL2766,VVTS,EGLL,00:55,2025-06-24,A350
UAE4426,VVTS,VVPC,00:49,2025-06-24,B737
KAL3921,RKSI,VVTS,00:58,2025-06-24,A321
UAE3609,RCTP,VVTS,00:46,2025-06-24,B777
THA2632,VVTS,VVNB,00:28,2025-06-24,A350
ANA4614,VVTS,VVBM,00:19,2025-06-24,A321
PAL4382,VVTH,VVTS,00:18,2025-06-24,A380
CAL4551,VVDL,VVTS,00:00,2025-06-24,A321
CES3218,VIDP,VVTS,00:35,2025-06-24,A321
CAL331,VVTS,VVDL,00:00,2025-06-24,A321
SIA1559,VVTS,VMMC,00:48,2025-06-24,A320
AXM7210,VMMC,VVTS,00:32,2025-06-24,A320
UAE6077,VVCT,VVTS,00:35,2025-06-24,A330
THA2450,VVTS,WSSS,00:59,2025-06-24,A350
UAE8983,VVPF,VVTS,00:30,2025-06-24,A321
CPA4843,VVPF,VVTS,00:01,2025-06-24,A321
KAL7082,VVTS,VVBM,00:51,2025-06-24,A330
SIA7254,VVPK,VVTS,00:20,2025-06-24,B787
UAE5492,VVTS,VVCI,00:17,2025-06-24,B737
SIA3687,VVCS,VVTS,00:14,2025-06-24,A321
PIC9664,VVKR,VVTS,00:20,2025-06-24,A321
CAL7385,ZSPD,VVTS,00:12,2025-06-24,A320
HVN9492,VVTS,VVNB,01:45,2025-06-24,B737
CPA8248,VVTS,VVNB,01:00,2025-06-24,A320
UAE6345,ZSPD,VVTS,01:43,2025-06-24,A380
BAW4110,VVCA,VVTS,01:12,2025-06-24,A380
SCO7727,VVTS,VVBM,01:23,2025-06-24,B787
BAV2906,VVTS,EGLL,01:20,2025-06-24,A330
THA8688,VVTS,VVPK,01:21,2025-06-24,B777
SCO5205,VVTS,RKSI,01:38,2025-06-24,A350
CSN1247,ZSPD,VVTS,01:33,2025-06-24,A380
CES5386,VVTS,VTBS,01:16,2025-06-24,A330
HVN4361,VVTS,RPLL,01:15,2025-06-24,A330
CSN4051,VVCI,VVTS,01:23,2025-06-24,B777
AXM2665,VVTS,WMKK,01:52,2025-06-24,A321
THA4648,VVTS,VVGL,01:21,2025-06-24,B737
DAL1526,VVTS,VVKR,01:47,2025-06-24,B787
THD9852,VVCI,VVTS,01:14,2025-06-24,A321
BAW5867,VVPK,VVTS,01:42,2025-06-24,B737
PIC5403,VVTS,VVBM,02:02,2025-06-24,B787
PAL8923,VVPK,VVTS,02:54,2025-06-24,A330
CES1910,VVTS,VVKR,02:54,2025-06-24,B737
PIC432,VVKR,VVTS,02:43,2025-06-24,A320
CAL1738,VVNB,VVTS,02:59,2025-06-24,B777
KAL3448,VVTS,VVBM,02:39,2025-06-24,B737
KAL1388,VVTH,VVTS,02:18,2025-06-24,A380
KAL6138,VVBM,VVTS,02:42,2025-06-24,B737
KAL1460,VVTS,VVNB,02:31,2025-06-24,B787
CSN8052,VVTS,WMKK,02:59,2025-06-24,A330
DAL2186,VVTS,RKSI,02:50,2025-06-24,B777
AXM7375,VVTS,VVPF,02:12,2025-06-24,A350
SIA5266,VVTS,EGLL,02:15,2025-06-24,B787
KAL9445,VVNB,VVTS,02:07,2025-06-24,A321
AIC2398,VVGL,VVTS,02:51,2025-06-24,A350
DAL1070,VVTS,VVDN,02:26,2025-06-24,B787
CAL741,KJFK,VVTS,02:17,2025-06-24,B777
SIA4601,VVTS,VTBS,02:30,2025-06-24,A321
SCO6286,VVTS,VLPL,02:40,2025-06-24,A321
AIC4910,WSSS,VVTS,02:49,2025-06-24,A330
VJC1424,RJAA,VVTS,02:50,2025-06-24,B777
AXM5568,VVDN,VVTS,02:31,2025-06-24,A350
PAL7047,VVPK,VVTS,03:05,2025-06-24,A330
THA4064,VVDL,VVTS,03:57,2025-06-24,A350
HVN2571,VVTS,VIDP,03:49,2025-06-24,A330
PIC2105,VVTS,VVCT,03:36,2025-06-24,A320
UAE9540,VIDP,VVTS,03:13,2025-06-24,A380
THA9412,VTBS,VVTS,03:37,2025-06-24,A320
BAW243,VVKR,VVTS,03:55,2025-06-24,B737
AXM2234,VVTS,RKSI,03:26,2025-06-24,B777
THD5666,VVTS,VVPB,03:53,2025-06-24,A320
PIC1570,VVDL,VVTS,03:07,2025-06-24,A330
SIA4100,VVCI,VVTS,03:44,2025-06-24,A380
THD6269,VVTS,VVPK,03:15,2025-06-24,B777
CAL5473,VVTS,VVDL,03:43,2025-06-24,A321
SCO7599,ZSPD,VVTS,03:36,2025-06-24,B787
KAL2539,RPLL,VVTS,03:31,2025-06-24,B787
SCO5664,VVTS,VTBS,03:48,2025-06-24,B777
SIA3859,KJFK,VVTS,03:45,2025-06-24,A380
PAL9535,VVTS,VVGL,03:14,2025-06-24,A350
VJC9037,VVTS,RCTP,04:28,2025-06-24,A330
KAL8754,VVTS,WSSS,04:54,2025-06-24,A350
BAW7020,VVTS,RJAA,04:22,2025-06-24,A380
THD7025,VVPC,VVTS,04:55,2025-06-24,A330
AXM6416,VVTS,RKSI,04:36,2025-06-24,A321
ANA1318,VVGL,VVTS,04:38,2025-06-24,A380
VJC8655,VVTS,VVDL,04:58,2025-06-24,A380
AIC423,VIDP,VVTS,04:48,2025-06-24,B787
ANA8157,VVTH,VVTS,04:15,2025-06-24,A350
PAL1172,VVTS,VVDL,04:11,2025-06-24,B777
CES6006,VVGL,VVTS,04:03,2025-06-24,A350
CAL1544,VVTS,VVCA,04:49,2025-06-24,A320
HVN7605,VVTS,VVPF,04:35,2025-06-24,A321
SIA7231,VVTS,VVGL,04:33,2025-06-24,B737
THD3391,VVTS,VHHH,04:36,2025-06-24,A330
UAE5354,VHHH,VVTS,04:45,2025-06-24,B737
CES9681,VVTH,VVTS,04:17,2025-06-24,B737
CES7948,VVTS,VVKR,04:59,2025-06-24,A330
BAW4563,VVCI,VVTS,05:42,2025-06-24,B777
VJC2638,VVGL,VVTS,05:28,2025-06-24,A321
CAL8643,VVNB,VVTS,05:56,2025-06-24,B737
BAW8816,OMDB,VVTS,05:27,2025-06-24,B787
AIC6193,VVTS,VVCT,05:53,2025-06-24,B787
AXM962,VVTS,VVTH,05:21,2025-06-24,B787
AIC5179,VVTS,VMMC,05:50,2025-06-24,A321
CPA6738,VVKR,VVTS,05:01,2025-06-24,B787
KAL2658,VVTS,VVDL,05:46,2025-06-24,A380
SIA3612,VVCS,VVTS,05:34,2025-06-24,B787
SCO3881,VVTS,VLPL,05:01,2025-06-24,A380
AIC2505,VVTS,WSSS,05:29,2025-06-24,A380
